Positive_Gradient_m,Positive_Intercept_c,Negative_Gradient_m,Negative_Intercept_c,X_Intercept_Difference,Score_Sum
5.671280384063721,259.14459228515625,-28.636281967163086,-1318.0718994140625,0.33384377680923905,46.0
7.11536979675293,244.30007934570312,-22877332.0,-777829312.0,0.33413566117722127,47.0
8.14434814453125,393.864501953125,-57.29014205932617,-2750.345947265625,0.3531538440729065,49.0
6.313750743865967,236.52073669433594,-14.300664901733398,-530.4166870117188,0.37085764124562814,51.0
7.11536979675293,308.9677429199219,-28.636281967163086,-1232.1107177734375,0.39637276687862055,49.0
6.313750743865967,306.83770751953125,-22877332.0,-1120989312.0,0.40167741427065096,46.0
6.313750743865967,255.69808959960938,-19.08114242553711,-764.2930908203125,0.4437121910002517,50.0
6.313750743865967,236.52073669433594,-57.29014205932617,-2120.058349609375,0.4555694811365143,45.0
7.11536979675293,352.07952880859375,-22877332.0,-1120989312.0,0.48154841990989183,48.0
6.313750743865967,306.83770751953125,-57.29014205932617,-2750.345947265625,0.5910086183222489,44.0
8.14434814453125,393.864501953125,-22877332.0,-1120989312.0,0.6395321885199934,51.0
7.11536979675293,258.670654296875,-57.29014205932617,-2120.058349609375,0.6518503108308096,43.0
6.313750743865967,345.1924133300781,-22877332.0,-1235376000.0,0.6731107170616895,54.0
7.11536979675293,273.041259765625,-14.300664901733398,-559.0878295898438,0.7217870693012784,46.0
7.11536979675293,258.670654296875,-14.300664901733398,-530.4166870117188,0.7365621507216957,49.0
9.514368057250977,449.63848876953125,-57.29014205932617,-2750.345947265625,0.7484242792094022,54.0
8.14434814453125,320.014892578125,-19.08114242553711,-764.2930908203125,0.7620117805587867,48.0
8.14434814453125,237.9597930908203,-57.29014205932617,-1718.9661865234375,0.786789349939955,48.0
28.636255264282227,515.766845703125,-6.313751697540283,-108.67170715332031,0.7990668660081752,54.0
28.636255264282227,630.3816528320312,-7.115371227264404,-150.89125061035156,0.8070330422690297,51.0
9.514368057250977,344.4039306640625,-57.29014205932617,-2120.058349609375,0.8073415518857132,45.0
7.11536979675293,229.9294891357422,-11.430048942565918,-378.6324462890625,0.8115744436606676,49.0
9.514368057250977,315.70361328125,-22877332.0,-777829312.0,0.8182267702604307,45.0
8.14434814453125,237.9597930908203,-19.08114242553711,-573.2197875976562,0.8233845264677804,50.0
4.7046308517456055,250.10623168945312,-22877332.0,-1235376000.0,0.8382908745869457,45.0
9.514368057250977,315.70361328125,-28.636281967163086,-974.22705078125,0.8389499164015533,46.0
57.2900390625,802.1826782226562,-6.313751697540283,-83.10189056396484,0.8400857620498279,50.0
19.081130981445312,229.2877960205078,-5.671281337738037,-63.34646987915039,0.8467750783047876,52.0
28.636255264282227,888.2650756835938,-9.514360427856445,-287.0030517578125,0.8536487697971182,55.0
9.514368057250977,239.16940307617188,-22877332.0,-594810688.0,0.8622947580561195,51.0
57.2900390625,401.0913391113281,-4.704631805419922,-28.858415603637695,0.8670225191285104,62.0
14.300658226013184,272.3760070800781,-7.115371227264404,-129.33535766601562,0.8695012421762272,53.0
9.514368057250977,344.4039306640625,-14.300664901733398,-530.4166870117188,0.8920533917765994,51.0
14.300658226013184,673.7722778320312,-57.29014205932617,-2750.345947265625,0.8925420681701155,44.0
28.636255264282227,974.2261962890625,-11.430048942565918,-378.6324462890625,0.8946696477632159,51.0
11.430044174194336,275.36895751953125,-8.144350051879883,-188.72677612304688,0.9189551769255928,49.0
11.430044174194336,240.9478302001953,-57.29014205932617,-1260.5751953125,0.9231339488488253,55.0
8.14434814453125,237.9597930908203,-9.514360427856445,-287.0030517578125,0.947466490427594,57.0
9.514368057250977,267.8697204589844,-8.144350051879883,-221.548828125,0.9514679820964851,53.0
28.636255264282227,286.537109375,-9.514360427856445,-86.10091400146484,0.9565211035135412,53.0
14.300658226013184,487.40972900390625,-11.430048942565918,-378.6324462890625,0.9569711674516128,51.0
14.300658226013184,272.3760070800781,-28.636281967163086,-573.07470703125,0.965793179329701,51.0
11.430044174194336,240.9478302001953,-9.514360427856445,-191.33535766601562,0.9700536778867388,52.0
57.2900390625,802.1826782226562,-14.300664901733398,-186.3626251220703,0.9703863327627325,51.0
19.081130981445312,324.8243713378906,-22877332.0,-411792000.0,0.9766719993565047,54.0
28.636255264282227,888.2650756835938,-19.08114242553711,-573.2197875976562,0.9777307337569319,48.0
57.2900390625,401.0913391113281,-14.300664901733398,-86.01351928710938,0.9864141461874842,65.0
28.636255264282227,630.3816528320312,-22877332.0,-526178656.0,0.9865900069800553,48.0
19.081130981445312,229.2877960205078,-28.636281967163086,-372.4985656738281,0.9914557184718031,51.0
28.636255264282227,286.537109375,-19.08114242553711,-171.9659423828125,0.9937452124534794,62.0
28.636255264282227,286.537109375,-22877332.0,-251650672.0,0.9939052192419702,56.0
57.2900390625,802.1826782226562,-28.636281967163086,-372.4985656738281,0.9942082895441295,50.0
57.2900390625,1432.4691162109375,-22877332.0,-594810688.0,0.9961948112573005,51.0
